depMapID,Name,BMGC_Disease_ID,BMGC_Disease_name,Pathology,Histology,type,PATHOLOGIST_ANNOTATION,tcga_code,id,xref_NCIt_name,xref_ORDO_name,depmap_match_1_disease,depmap_match_1_disease_name,depmap_match_2_disease,depmap_match_2_disease_name,ncit_match_1_disease,ncit_match_1_disease_name,ncit_match_2_disease,ncit_match_2_disease_name,ordo_match_1_disease,ordo_match_1_disease_name,ordo_match_2_disease,ordo_match_2_disease_name
ACH-000611,SU-DHL-6,BMGC_DS02693,diffuse large b-cell lymphoma,metastasis,lymphoid_neoplasm,lymphoma_DLBCL,Lymphoma:NH_B_cell,DLBC,,,,,,,,,,,,,,,
ACH-000613,HOS,BMGC_DS01819,osteosarcoma,primary,osteosarcoma,osteosarcoma,Bone:Sarcoma_Osteo,SARC,,,,,,,,,,,,,,,
ACH-000614,RVH-421,BMGC_DS01559,melanoma,metastasis,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,,,,,,,,,,,,,,,
ACH-000615,SK-MEL-28,BMGC_DS02930,cutaneous melanoma,primary,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,,,,,,,,,,,,,,,
ACH-000616,Hs 746T,BMGC_DS05289,gastric adenocarcinoma,metastasis,carcinoma,stomach,Gastric:Carcinoma,STAD,,,,,,,,,,,,,,,
ACH-000617,OVCAR-4,BMGC_DS07934,ovarian adenocarcinoma | ovary adenocarcinoma,primary,carcinoma,ovary,Ovary:Carcinoma,OV,CVCL_1627,High grade ovarian serous adenocarcinoma,,BMGC_DS20069,"Carcinoma, Ovarian Epithelial",BMGC_DS08982,ovarian transitional cell carcinoma | ovary transitional cell carcinoma,BMGC_DS08979,ovarian serous surface papillary adenocarcinoma | ovary papillary carcinoma,BMGC_DS09417,peritoneal serous adenocarcinoma | primary peritoneal serous adenocarcinoma,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000619,PE/CA-PJ15,BMGC_DS06143,tongue squamous cell carcinoma,primary,carcinoma,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,HNSC,,,,,,,,,,,,,,,
ACH-000620,JHH-1,BMGC_DS05326,adult hepatocellular carcinoma,primary,carcinoma,liver,Liver:HCC,LIHC,,,,,,,,,,,,,,,
ACH-000621,MDA-MB-157,BMGC_DS07015,breast carcinoma,metastasis,carcinoma,breast,Breast:Carcinoma,BRCA,,,,,,,,,,,,,,,
ACH-000622,KNS-42,BMGC_DS00965,glioblastoma,primary,glioma,glioma,CNS:Glioma,LGG,,,,,,,,,,,,,,,
ACH-000624,HCC1806,BMGC_DS07814,breast adenocarcinoma,primary,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_1258,"Breast squamous cell carcinoma, acantholytic variant",,BMGC_DS20899,"Carcinoma, Ductal, Breast",BMGC_DS20069,"Carcinoma, Ovarian Epithelial",BMGC_DS09552,acantholytic variant squamous cell breast carcinoma,BMGC_DS05505,Schneiderian carcinoma | non-keratinizing sinonasal squamous cell carcinoma,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000625,Hep 3B2.1-7,BMGC_DS05325,pediatric hepatocellular carcinoma,primary,carcinoma,liver,Liver:HCC,LIHC,,,,,,,,,,,,,,,
ACH-000626,U266B1,BMGC_DS01639,plasma cell myeloma,primary,lymphoid_neoplasm,multiple_myeloma,Lymphoma:Multiple_Myeloma,MM,,,,,,,,,,,,,,,
ACH-000627,LCLC-103H,BMGC_DS05995,lung large cell carcinoma,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Large_Cell,,,,,,,,,,,,,,,,
ACH-000628,NCI-H596,BMGC_DS00373,lung non-small cell carcinoma | non-small cell lung carcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1571,Lung adenosquamous carcinoma,,BMGC_DS08676,esophageal melanoma | esophagus melanoma,BMGC_DS07987,esophageal small cell neuroendocrine carcinoma | esophagus small cell carcinoma,BMGC_DS20073,Esophageal Squamous Cell Carcinoma,BMGC_DS05505,Schneiderian carcinoma | non-keratinizing sinonasal squamous cell carcinoma,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000631,KS-1,BMGC_DS05306,adult glioblastoma | glioblastoma,primary,glioma,glioma,CNS:Glioma_HighGrade,GBM,,,,BMGC_DS05306,adult glioblastoma | glioblastoma,BMGC_DS05304,adult brain stem glioma | adult brainstem glioma,BMGC_DS20323,Fever,BMGC_DS22241,,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000633,FU97,BMGC_DS05289,gastric adenocarcinoma,primary,carcinoma,stomach,Gastric:Carcinoma,STAD,,,,,,,,,,,,,,,
ACH-000636,RPMI-8402,BMGC_DS09029,acute lymphoblastic leukemia | precursor lymphoblastic lymphoma/leukemia,primary,lymphoid_neoplasm,T-cell_ALL,Leukemia:ALL,ALL,CVCL_1667,Childhood T acute lymphoblastic leukemia,Precursor T-cell acute lymphoblastic leukemia,BMGC_DS20796,"Leukemia-Lymphoma, Adult T-Cell",BMGC_DS20800,"Leukemia, Myeloid, Acute",BMGC_DS09029,acute lymphoblastic leukemia | precursor lymphoblastic lymphoma/leukemia,BMGC_DS07386,adult acute lymphoblastic leukemia | adult acute lymphocytic leukemia,BMGC_DS20794,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,BMGC_DS09029,acute lymphoblastic leukemia | precursor lymphoblastic lymphoma/leukemia
ACH-000637,KYSE-520,BMGC_DS05334,esophageal squamous cell carcinoma,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,,,,,,,,,,,,,,,
ACH-000638,NCI-H441,BMGC_DS08997,lung papillary adenocarcinoma,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,,,,,,,,,,,,,,,
ACH-000639,NCI-H211,BMGC_DS02887,lung small cell carcinoma,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,,,,,,,,,,,,,,,
ACH-000640,SK-MEL-31,BMGC_DS02930,cutaneous melanoma,primary,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,,,,,,,,,,,,,,,
ACH-000641,CMK,BMGC_DS00684,down syndrome,primary,haematopoietic_neoplasm,AML,Leukemia:AML,LAML,,,,,,,,,,,,,,,
ACH-000643,HDQ-P1,BMGC_DS08035,breast ductal carcinoma,primary,carcinoma,breast,Breast:Carcinoma,BRCA,,,,,,,,,,,,,,,
ACH-000644,COLO 829,BMGC_DS02930,cutaneous melanoma,primary,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,,,,,,,,,,,,,,,
ACH-000647,TE-1,BMGC_DS05334,esophageal squamous cell carcinoma,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,,,,,,,,,,,,,,,
ACH-000648,NCI-H28,BMGC_DS09237,pleural mesothelioma,metastasis,mesothelioma,mesothelioma,Lung:Mesothelioma,MESO,,,,,,,,,,,,,,,
ACH-000649,786-O,BMGC_DS00375,renal cell carcinoma,primary,carcinoma,kidney,Kidney:Carcinoma,KIRC,,,,,,,,,,,,,,,
ACH-000650,IGR-37,BMGC_DS01559,melanoma,metastasis,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,,,,,,,,,,,,,,,
ACH-000651,SW620,BMGC_DS05624,colon adenocarcinoma,metastasis,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,,,,,,,,,,,,,,,
ACH-000652,SUIT-2,BMGC_DS08986,pancreatic ductal adenocarcinoma,metastasis,carcinoma,pancreas,Pancreas:Carcinoma,PAAD,,,,,,,,,,,,,,,
ACH-000653,JJN-3,BMGC_DS01639,plasma cell myeloma,primary,lymphoid_neoplasm,multiple_myeloma,Lymphoma:Multiple_Myeloma,MM,,,,,,,,,,,,,,,
ACH-000654,Raji,BMGC_DS00331,burkitt lymphoma,primary,lymphoid_neoplasm,lymphoma_Burkitt,Lymphoma:NH_B_cell,DLBC,,,,,,,,,,,,,,,
ACH-000655,SF268,BMGC_DS20147,astrocytoma,primary,glioma,glioma,CNS:Glioma_HighGrade,GBM,,,,,,,,,,,,,,,
ACH-000656,SU-DHL-8,BMGC_DS02693,diffuse large b-cell lymphoma,metastasis,lymphoid_neoplasm,lymphoma_DLBCL,Lymphoma:NH_B_cell,DLBC,,,,,,,,,,,,,,,
ACH-000657,A2780,BMGC_DS06034,ovarian endometrioid adenocarcinoma,primary,carcinoma,ovary,Ovary:Carcinoma,UNABLE TO CLASSIFY,,,,,,,,,,,,,,,
ACH-000660,SU-DHL-5,BMGC_DS02693,diffuse large b-cell lymphoma,primary,lymphoid_neoplasm,lymphoma_DLBCL,Lymphoma:NH_B_cell,DLBC,,,,,,,,,,,,,,,
ACH-000662,COR-L23,BMGC_DS05995,lung large cell carcinoma,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Large_Cell,,,,,,,,,,,,,,,,
ACH-000663,OVTOKO,BMGC_DS09513,ovarian clear cell adenocarcinoma,metastasis,carcinoma,ovary,Ovary:Carcinoma,OV,,,,,,,,,,,,,,,
ACH-000664,SU-DHL-1,BMGC_DS08403,alk-positive anaplastic large cell lymphoma,metastasis,lymphoid_neoplasm,lymphoma_other,Lymphoma:NH_T_cell,,,,,,,,,,,,,,,,
ACH-000665,SK-MES-1,BMGC_DS02872,lung squamous cell carcinoma,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Squamous,LUSC,,,,,,,,,,,,,,,
ACH-000666,NCI-H1355,BMGC_DS02944,lung adenocarcinoma,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,,,,,,,,,,,,,,,
ACH-000667,HCC-44,BMGC_DS02944,lung adenocarcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,,,,,,,,,,,,,,,
ACH-000668,HCC70,BMGC_DS08035,breast ductal carcinoma,primary,carcinoma,breast,Breast:Carcinoma,BRCA,,,,,,,,,,,,,,,
ACH-000669,SW 900,BMGC_DS02872,lung squamous cell carcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Squamous,LUSC,,,,,,,,,,,,,,,
ACH-000670,SBC-5,BMGC_DS21085,small cell lung carcinoma,primary,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1679,Thoracic SMARCA4-deficient undifferentiated tumor,,BMGC_DS20198,"Carcinoma, Non-Small-Cell Lung",BMGC_DS08921,lung mixed small cell and squamous cell carcinoma,BMGC_DS06035,undifferentiated ovarian carcinoma,BMGC_DS08695,embryonal extrahepatic bile duct rhabdomyosarcoma,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000672,IA-LM,BMGC_DS05995,lung large cell carcinoma,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Large_Cell,,,,,,,,,,,,,,,,
ACH-000674,NUGC-4,BMGC_DS09085,gastric signet ring cell adenocarcinoma,metastasis,carcinoma,stomach,Gastric:Carcinoma,STAD,,,,,,,,,,,,,,,
ACH-000675,NCI-H1734,BMGC_DS02944,lung adenocarcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,,,,,,,,,,,,,,,
ACH-000677,SW 1573,BMGC_DS00367,minimally invasive lung adenocarcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Squamous,LUAD,,,,,,,,,,,,,,,
ACH-000678,MKN7,BMGC_DS08742,gastric tubular adenocarcinoma,metastasis,carcinoma,stomach,Gastric:Carcinoma,STAD,,,,,,,,,,,,,,,
ACH-000679,OE19,BMGC_DS05335,esophageal adenocarcinoma,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,,,,,,,,,,,,,,,
ACH-000680,SW948,BMGC_DS05624,colon adenocarcinoma,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,,,,,,,,,,,,,,,
ACH-000681,A549,BMGC_DS02944,lung adenocarcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Others,LUAD,,,,,,,,,,,,,,,
ACH-000684,KMRC-1,BMGC_DS05359,clear cell renal cell carcinoma,primary,carcinoma,kidney,Kidney:Carcinoma,KIRC,,,,,,,,,,,,,,,
ACH-000688,OV7,BMGC_DS07010,ovarian carcinoma,primary,carcinoma,ovary,Ovary:Carcinoma,OV,,,,,,,,,,,,,,,
ACH-000689,RH-18,BMGC_DS04065,alveolar rhabdomyosarcoma,primary,rhabdomyosarcoma,soft_tissue,Soft_Tissue:Sarcoma_Rhabdoid,SARC,,,,,,,,,,,,,,,
ACH-000691,HCC2157,BMGC_DS08035,breast ductal carcinoma,primary,carcinoma,breast,,BRCA,,,,,,,,,,,,,,,
ACH-000693,KYSE-180,BMGC_DS05334,esophageal squamous cell carcinoma,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,,,,,,,,,,,,,,,
ACH-000694,TE-9,BMGC_DS05334,esophageal squamous cell carcinoma,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,,,,,,,,,,,,,,,
ACH-000696,OVCAR-8,BMGC_DS07934,ovarian adenocarcinoma | ovary adenocarcinoma,primary,carcinoma,ovary,Ovary:Carcinoma,OV,CVCL_1629,High grade ovarian serous adenocarcinoma,,BMGC_DS20069,"Carcinoma, Ovarian Epithelial",BMGC_DS08982,ovarian transitional cell carcinoma | ovary transitional cell carcinoma,BMGC_DS08979,ovarian serous surface papillary adenocarcinoma | ovary papillary carcinoma,BMGC_DS09417,peritoneal serous adenocarcinoma | primary peritoneal serous adenocarcinoma,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000697,A3/KAW,BMGC_DS02693,diffuse large b-cell lymphoma,primary,lymphoid_neoplasm,lymphoma_DLBCL,Lymphoma:NH_B_cell,DLBC,,,,,,,,,,,,,,,
ACH-000698,DMS 53,BMGC_DS02887,lung small cell carcinoma,primary,carcinoma,lung_small_cell,Lung:SCLC,SCLC,,,,,,,,,,,,,,,
ACH-000699,HCC1395,BMGC_DS08035,breast ductal carcinoma,primary,carcinoma,breast,Breast:Carcinoma,BRCA,,,,,,,,,,,,,,,
ACH-000702,L-1236,BMGC_DS20405,hodgkin disease | hodgkins lymphoma,primary,lymphoid_neoplasm,lymphoma_Hodgkin,Lymphoma:Hodgkin,,CVCL_2096,Hodgkin lymphoma,Hodgkin lymphoma,BMGC_DS20405,Hodgkin Disease | Hodgkins lymphoma,BMGC_DS20499,"Lymphoma, Non-Hodgkin",BMGC_DS20405,Hodgkin Disease | Hodgkins lymphoma,BMGC_DS20499,"Lymphoma, Non-Hodgkin",BMGC_DS20405,Hodgkin Disease | Hodgkins lymphoma,BMGC_DS20499,"Lymphoma, Non-Hodgkin"
ACH-000703,DMS 79,BMGC_DS02887,lung small cell carcinoma,primary,carcinoma,lung_small_cell,Lung:SCLC,SCLC,,,,,,,,,,,,,,,
ACH-000704,OAW42,BMGC_DS05345,ovarian serous cystadenocarcinoma,metastasis,carcinoma,ovary,Ovary:Carcinoma,OV,,,,,,,,,,,,,,,
ACH-000706,EKVX,BMGC_DS02944,lung adenocarcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Others,LUAD,,,,,,,,,,,,,,,
ACH-000711,JIMT-1,BMGC_DS08035,breast ductal carcinoma,metastasis,carcinoma,breast,Breast:Carcinoma,BRCA,,,,,,,,,,,,,,,
ACH-000713,Caov-3,BMGC_DS07934,ovarian adenocarcinoma | ovary adenocarcinoma,primary,carcinoma,ovary,Ovary:Carcinoma,OV,CVCL_0201,High grade ovarian serous adenocarcinoma,,BMGC_DS20069,"Carcinoma, Ovarian Epithelial",BMGC_DS08982,ovarian transitional cell carcinoma | ovary transitional cell carcinoma,BMGC_DS08979,ovarian serous surface papillary adenocarcinoma | ovary papillary carcinoma,BMGC_DS09417,peritoneal serous adenocarcinoma | primary peritoneal serous adenocarcinoma,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000714,KMS-11,BMGC_DS01639,plasma cell myeloma,primary,lymphoid_neoplasm,multiple_myeloma,Lymphoma:Multiple_Myeloma,MM,,,,,,,,,,,,,,,
ACH-000716,TT2609-C02,BMGC_DS04082,thyroid gland follicular carcinoma,primary,carcinoma,thyroid,Thyroid:Carcinoma,THCA,,,,,,,,,,,,,,,
ACH-000717,COLO-680N,BMGC_DS05334,esophageal squamous cell carcinoma,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,,,,,,,,,,,,,,,
ACH-000718,NCI-H2291,BMGC_DS02944,lung adenocarcinoma,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,,,,,,,,,,,,,,,
ACH-000719,RMG-I,BMGC_DS09513,ovarian clear cell adenocarcinoma,primary,carcinoma,ovary,Ovary:Carcinoma,OV,,,,,,,,,,,,,,,
ACH-000720,TCCSUP,BMGC_DS07053,bladder carcinoma,primary,carcinoma,urinary_tract,Bladder:Carcinoma,BLCA,,,,,,,,,,,,,,,
ACH-000722,SNU-C1,BMGC_DS05624,colon adenocarcinoma,metastasis,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,,,,,,,,,,,,,,,
ACH-000724,HT-1376,BMGC_DS07053,bladder carcinoma,primary,carcinoma,urinary_tract,Bladder:Carcinoma,BLCA,,,,,,,,,,,,,,,
ACH-000725,HCC202,BMGC_DS08035,breast ductal carcinoma,primary,carcinoma,breast,Breast:Carcinoma,BRCA,,,,,,,,,,,,,,,
ACH-000727,NCI-H2066,BMGC_DS02872,lung squamous cell carcinoma,primary,carcinoma,lung_small_cell,Lung:SCLC,SCLC,,,,,,,,,,,,,,,
ACH-000729,NCI-H1963,BMGC_DS02887,lung small cell carcinoma,primary,carcinoma,lung_small_cell,Lung:SCLC,SCLC,,,,,,,,,,,,,,,
ACH-000730,SK-MEL-5,BMGC_DS02930,cutaneous melanoma,metastasis,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,,,,,,,,,,,,,,,
ACH-000733,NCI-H1838,BMGC_DS02944,lung adenocarcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,,,,,,,,,,,,,,,
ACH-000738,GB-1,BMGC_DS00965,glioblastoma,primary,glioma,glioma,CNS:Glioma_HighGrade,GBM,,,,,,,,,,,,,,,
ACH-000740,A-253,BMGC_DS20068,squamous cell carcinoma of head and neck,primary,carcinoma,other,Salivary_Gland:Carcinoma,HNSC,CVCL_1060,Submandibular gland squamous cell carcinoma,Squamous cell carcinoma of salivary glands,BMGC_DS20069,"Carcinoma, Ovarian Epithelial",BMGC_DS05356,salivary gland squamous cell carcinoma,BMGC_DS05505,Schneiderian carcinoma | non-keratinizing sinonasal squamous cell carcinoma,BMGC_DS09359,Bartholin's gland squamous cell carcinoma | bartholin gland squamous cell carcinoma,BMGC_DS05356,salivary gland squamous cell carcinoma,BMGC_DS09359,Bartholin's gland squamous cell carcinoma | bartholin gland squamous cell carcinoma
ACH-000743,COR-L95,BMGC_DS02887,lung small cell carcinoma,primary,carcinoma,lung_small_cell,Lung:SCLC,SCLC,,,,,,,,,,,,,,,
ACH-000744,NCI-H1623,BMGC_DS02944,lung adenocarcinoma,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,,,,,,,,,,,,,,,
ACH-000745,MOLP-8,BMGC_DS01639,plasma cell myeloma,primary,lymphoid_neoplasm,multiple_myeloma,Lymphoma:Multiple_Myeloma,MM,,,,,,,,,,,,,,,
ACH-000747,NCI-H1703,BMGC_DS02872,lung squamous cell carcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Squamous,LUSC,,,,,,,,,,,,,,,
ACH-000748,SJSA-1,BMGC_DS01819,osteosarcoma,primary,osteosarcoma,osteosarcoma,Bone:Sarcoma_Osteo,SARC,,,,,,,,,,,,,,,
ACH-000749,DMS 273,BMGC_DS02887,lung small cell carcinoma,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,,,,,,,,,,,,,,,
ACH-000750,LOX IMVI,BMGC_DS04117,amelanotic melanoma,primary,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,,,,,,,,,,,,,,,
ACH-000751,OCI-M1,BMGC_DS01407,acute myeloid leukemia,primary,haematopoietic_neoplasm,AML,Leukemia:AML,LAML,,,,,,,,,,,,,,,
ACH-000752,NCI-H196,BMGC_DS09749,lung sarcomatoid carcinoma,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,,,,,,,,,,,,,,,
ACH-000754,L-428,BMGC_DS20405,hodgkin disease | hodgkins lymphoma,metastasis,lymphoid_neoplasm,lymphoma_Hodgkin,Lymphoma:Hodgkin,,CVCL_1361,Hodgkin lymphoma,Hodgkin lymphoma,BMGC_DS20405,Hodgkin Disease | Hodgkins lymphoma,BMGC_DS20499,"Lymphoma, Non-Hodgkin",BMGC_DS20405,Hodgkin Disease | Hodgkins lymphoma,BMGC_DS20499,"Lymphoma, Non-Hodgkin",BMGC_DS20405,Hodgkin Disease | Hodgkins lymphoma,BMGC_DS20499,"Lymphoma, Non-Hodgkin"
ACH-000755,HCC2218,BMGC_DS08035,breast ductal carcinoma,primary,carcinoma,breast,Breast:Carcinoma,BRCA,,,,,,,,,,,,,,,
ACH-000756,GI-1,BMGC_DS04111,gliosarcoma,primary,glioma,glioma,CNS:Glioma,LGG,,,,,,,,,,,,,,,
ACH-000759,MDA-MB-175-VII,BMGC_DS07814,breast adenocarcinoma,metastasis,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_1400,Invasive breast carcinoma of no special type,,BMGC_DS20899,"Carcinoma, Ductal, Breast",BMGC_DS20069,"Carcinoma, Ovarian Epithelial",BMGC_DS04087,breast lobular carcinoma | invasive lobular carcinoma,BMGC_DS09098,breast papillary carcinoma | solid papillary breast carcinoma,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000763,MM1-S,BMGC_DS01639,plasma cell myeloma,primary,lymphoid_neoplasm,multiple_myeloma,Lymphoma:Multiple_Myeloma,MM,,,,,,,,,,,,,,,
ACH-000766,NCI-H1648,BMGC_DS02944,lung adenocarcinoma,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,,,,,,,,,,,,,,,
ACH-000767,NCI-H526,BMGC_DS02887,lung small cell carcinoma,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,,,,,,,,,,,,,,,
ACH-000768,MDA-MB-231,BMGC_DS07814,breast adenocarcinoma,metastasis,carcinoma,breast,Breast:Carcinoma,BRCA,,,,,,,,,,,,,,,
ACH-000769,LK-2,BMGC_DS02872,lung squamous cell carcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Squamous,LUSC,,,,,,,,,,,,,,,
ACH-000770,P31/FUJ,BMGC_DS01407,acute myeloid leukemia,primary,haematopoietic_neoplasm,AML,Leukemia:AML,LAML,,,,,,,,,,,,,,,
ACH-000772,TE 441.T,BMGC_DS02196,rhabdomyosarcoma,primary,rhabdomyosarcoma,soft_tissue,Soft_Tissue:Sarcoma_Rhabdoid,SARC,,,,,,,,,,,,,,,
ACH-000775,NCI-H727,BMGC_DS05378,lung carcinoid tumor,primary,carcinoid-endocrine_tumour,other,Endocrine,,,,,,,,,,,,,,,,
ACH-000776,ONS-76,BMGC_DS01553,medulloblastoma,primary,primitive_neuroectodermal_tumour-medulloblastoma,medulloblastoma,CNS:Medulloblastoma,MB,,,,,,,,,,,,,,,
ACH-000778,HSC-3,BMGC_DS06143,tongue squamous cell carcinoma,metastasis,carcinoma,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,HNSC,,,,,,,,,,,,,,,
ACH-000780,NCI-H1105,BMGC_DS02887,lung small cell carcinoma,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,,,,,,,,,,,,,,,
ACH-000781,NCI-H2023,BMGC_DS02944,lung adenocarcinoma,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,,,,,,,,,,,,,,,
ACH-000783,CAMA-1,BMGC_DS07814,breast adenocarcinoma,metastasis,carcinoma,breast,Breast:Carcinoma,BRCA,,,,,,,,,,,,,,,
ACH-000784,KYSE-70,BMGC_DS05334,esophageal squamous cell carcinoma,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,,,,,,,,,,,,,,,
ACH-000786,Daudi,BMGC_DS00331,burkitt lymphoma,primary,lymphoid_neoplasm,lymphoma_Burkitt,Lymphoma:NH_B_cell,DLBC,,,,,,,,,,,,,,,
ACH-000787,LXF-289,BMGC_DS02944,lung adenocarcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,,,,,,,,,,,,,,,
ACH-000788,A2058,BMGC_DS04117,amelanotic melanoma,metastasis,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,,,,,,,,,,,,,,,
ACH-000789,NCI-H810,BMGC_DS05995,lung large cell carcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Large_Cell,,,,,,,,,,,,,,,,
ACH-000790,SHP-77,BMGC_DS02887,lung small cell carcinoma,primary,carcinoma,lung_small_cell,Lung:SCLC,SCLC,,,,,,,,,,,,,,,
ACH-000792,BFTC-909,BMGC_DS05359,clear cell renal carcinoma | clear cell renal cell carcinoma,primary,carcinoma,kidney,Kidney:Carcinoma,KIRC,CVCL_1084,Renal pelvis urothelial carcinoma,Upper tract urothelial carcinoma,BMGC_DS20200,"Carcinoma, Renal Cell",BMGC_DS20395,"Carcinoma, Hepatocellular",BMGC_DS09400,infiltrating renal pelvis/ureter urothelial carcinoma | infiltrating ureter transitional cell carcinoma,BMGC_DS03267,malignant renal pelvis neoplasm | renal pelvis carcinoma,BMGC_DS08797,inverted urothelial papilloma | urinary tract papillary transitional cell benign neoplasm,BMGC_DS09400,infiltrating renal pelvis/ureter urothelial carcinoma | infiltrating ureter transitional cell carcinoma
ACH-000793,KATO III,BMGC_DS00684,down syndrome,metastasis,carcinoma,stomach,Gastric:Carcinoma,STAD,,,,,,,,,,,,,,,
ACH-000794,BICR 22,BMGC_DS06143,tongue squamous cell carcinoma,metastasis,carcinoma,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,HNSC,,,,,,,,,,,,,,,
ACH-000795,MOLT-13,BMGC_DS09029,acute lymphoblastic leukemia | precursor lymphoblastic lymphoma/leukemia,primary,lymphoid_neoplasm,T-cell_ALL,Leukemia:ALL,ALL,CVCL_1422,Childhood T acute lymphoblastic leukemia,Precursor T-cell acute lymphoblastic leukemia,BMGC_DS20796,"Leukemia-Lymphoma, Adult T-Cell",BMGC_DS20800,"Leukemia, Myeloid, Acute",BMGC_DS09029,acute lymphoblastic leukemia | precursor lymphoblastic lymphoma/leukemia,BMGC_DS07386,adult acute lymphoblastic leukemia | adult acute lymphocytic leukemia,BMGC_DS20794,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,BMGC_DS09029,acute lymphoblastic leukemia | precursor lymphoblastic lymphoma/leukemia
ACH-000798,CL-40,BMGC_DS05624,colon adenocarcinoma,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,,,,,,,,,,,,,,,
ACH-000800,NCI-H446,BMGC_DS02887,lung small cell carcinoma,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,,,,,,,,,,,,,,,
ACH-000802,BFTC-905,BMGC_DS07053,bladder carcinoma,primary,carcinoma,urinary_tract,Bladder:Carcinoma,BLCA,,,,,,,,,,,,,,,
ACH-000803,COLO 668,BMGC_DS02887,lung small cell carcinoma,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,,,,,,,,,,,,,,,
