depMapID,CCLE_ID,Name,Pathology,Site_Primary,Site_Subtype1,Site_Subtype2,Site_Subtype3,Histology,Hist_Subtype1,Hist_Subtype2,Hist_Subtype3,Gender,Life_Stage,Age,Race,Geo_Loc,inferred_ethnicity,Site_Of_Finding,Disease,Annotation_Source,Original.Source.of.Cell.Line,Characteristics,Growth.Medium,Supplements,Freezing.Medium,Doubling.Time.from.Vendor,Doubling.Time.Calculated.hrs,type,type_refined,PATHOLOGIST_ANNOTATION,mutRate,tcga_code
ACH-000373,SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM-1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M5,NS,male,,76.0,asian,japan,Asian,,,CCLE,HSRRB,suspension,RPMI 1640+20%FBS,,5% DMSO,,40.0,AML,AML,Leukemia:AML,164.6000219,LAML
ACH-000374,HCC1143_BREAST,HCC1143,primary,breast,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,,52.0,caucasian,,Caucasian,,breast_cancer,CCLE,ATCC,Adherent,RPMI+10%FBS,,5%DMSO,,214.2,breast,breast,Breast:Carcinoma,113.6520826,BRCA
ACH-000375,G402_SOFT_TISSUE,G-402,primary,soft_tissue,striated_muscle,kidney,NS,rhabdoid_tumour,NS,NS,NS,female,,0.75,caucasian,,Caucasian,,renal_leiomyoblastoma,CCLE,,,,,5% DMSO,,42.1,soft_tissue,soft_tissue,Soft_Tissue:Sarcoma_Rhabdoid,97.12610232,SARC
ACH-000376,SF295_CENTRAL_NERVOUS_SYSTEM,SF-295,primary,central_nervous_system,brain,NS,NS,glioma,astrocytoma_Grade_IV,glioblastoma_multiforme,NS,female,,67.0,,,Caucasian,,brain_cancer,CCLE,GNF,,,,,,,glioma,glioma,CNS:Glioma_HighGrade,99.51877855,GBM
ACH-000378,NCIH647_LUNG,NCI-H647,metastasis,lung,NS,NS,NS,carcinoma,mixed_adenosquamous_carcinoma,NS,NS,male,,56.0,caucasian,,Caucasian,pleura,,CCLE,ATCC,Adherent,RPMI-1640+10% FBS,,5%DMSO,,68.6,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,113.2413473,LUAD
ACH-000379,NCIH1781_LUNG,NCI-H1781,metastasis,lung,NS,NS,NS,carcinoma,bronchioloalveolar_adenocarcinoma,NS,NS,female,,66.0,caucasian,,Caucasian,pleura,,CCLE,ATCC,Adherent,,,5%DMSO,,197.3,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,89.94197218,LUAD
ACH-000380,KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-12-BM,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,female,,64.0,,,Asian,,Multiple Myeloma,CCLE,DSMZ,Supsension,RPMI-1640+20% FBS,,5% DMSO,,,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,127.1502309,MM
ACH-000381,T84_LARGE_INTESTINE,T84,metastasis,large_intestine,colon,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,,72.0,,,Caucasian,lung,,CCLE,NIBRI,,,,,,,colorectal,colorectal,Colorectal:Carcinoma,101.5163334,COAD/READ
ACH-000384,SW780_URINARY_TRACT,SW 780,primary,urinary_tract,bladder,NS,NS,carcinoma,transitional_cell_carcinoma,NS,NS,female,,80.0,caucasian,,Caucasian,,,CCLE,ATCC,Adherent,L15 + 10% FBS,,5% DMSO,,92.9,urinary_tract,urinary_tract,Bladder:Carcinoma,93.14475754,BLCA
ACH-000386,KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KG-1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M6,NS,male,,59.0,caucasian,,African_american,,,CCLE,ATCC,suspension,IMDM+20%FBS,,5% DMSO,,78.5,AML,AML,Leukemia:AML,128.4480014,LAML
ACH-000389,H4_CENTRAL_NERVOUS_SYSTEM,H4,primary,central_nervous_system,NS,NS,NS,glioma,NS,NS,NS,male,,37.0,caucasian,,Caucasian,,,CCLE,NIBRI,,,,,,35.6,glioma,glioma,CNS:Glioma,108.47913,LGG
ACH-000391,MHHES1_BONE,MHH-ES-1,metastasis,bone,pelvis,NS,NS,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,NS,NS,male,,12.0,turkish,,Caucasian,ascites,,CCLE,DSMZ,"adherent cells of various size, single or in small clusters, growing as monolayer",90% RPMI 1640 +10% h. i. FBS,,,~  28 hrs,,Ewings_Sarcoma,Ewings_sarcoma,Bone:Sarcoma_Ewing,101.0836765,SARC
ACH-000392,CALU3_LUNG,Calu-3,metastasis,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,,25.0,caucasian,,Caucasian,pleura,lung_cancer,CCLE,NIBRI,,,,,,,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,107.5576589,LUAD
ACH-000394,NCIH2081_LUNG,NCI-H2081,metastasis,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,female,,59.0,caucasian,,Caucasian,pleura,,CCLE,NIBRI,,,,,,,lung_small_cell,lung_small_cell,Lung:SCLC,111.3986434,SCLC
ACH-000395,NCIH520_LUNG,NCI-H520,primary,lung,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,,,,,Caucasian,,,CCLE,ATCC,ADHERENT EPITHELIAL;,RPMI-1640+10% FBS,,5%DMSO,,47.3,lung_NSC,lung_NSC,Lung:NSCLC_Squamous,102.7445013,LUSC
ACH-000396,J82_URINARY_TRACT,J82,primary,urinary_tract,bladder,NS,NS,carcinoma,transitional_cell_carcinoma,NS,NS,male,,58.0,caucasian,sweden,Caucasian,,,CCLE,ATCC,epithelial adherent,EMEM+10%FBS,,5%DMSO,,34.4,urinary_tract,urinary_tract,Bladder:Carcinoma,119.6549586,BLCA
ACH-000399,NCIH2196_LUNG,NCI-H2196,metastasis,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,male,,67.0,caucasian,,Caucasian,bone_marrow,,CCLE,ATCC,Adherent,DMEM:F12+5% FBS,"5ug/ml insulin, 10ug/ml transferrin, 30nM Na Selenite, 10nM Hydrocortisone, 10nM Beta-estradiol, 10mM HEPES, 2mM L-glutamine",5% DMSO,,89.9,lung_small_cell,lung_small_cell,Lung:SCLC,102.005835,SCLC
ACH-000400,SKCO1_LARGE_INTESTINE,SK-CO-1,primary,large_intestine,colon,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,,65.0,caucasian,,Caucasian,,,CCLE,ATCC,ADHERENT EPITHELIAL;,EMEM +10% FBS,,5% DMSO,,76.0,colorectal,colorectal,Colorectal:Carcinoma,101.3983234,COAD/READ
ACH-000401,COLO800_SKIN,COLO-800,primary,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,male,,14.0,,,Caucasian,,,CCLE,ATCC,Epithelial monolayer. Some look like fibroblasts or neurons.,RPMI-1640+10% FBS,,10%DMSO,,47.8,melanoma,melanoma,Skin:Melanoma,99.23578991,SKCM
ACH-000403,NCIH747_LARGE_INTESTINE,NCI-H747,metastasis,large_intestine,caecum,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,,69.0,caucasian,,Caucasian,lymph_node,,CCLE,NIBRI,,,,,,,colorectal,colorectal,Colorectal:Carcinoma,123.0807102,COAD/READ
ACH-000408,TE5_OESOPHAGUS,TE-5,primary,oesophagus,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,female,,73.0,,,Asian,,,CCLE,Riken,Epithelial-like,RPMI+10%FBS,,5%DMSO,,,esophagus,esophagus,Oesophagus:Carcinoma,132.1647346,ESCA
ACH-000410,SAOS2_BONE,Saos-2,primary,bone,NS,NS,NS,osteosarcoma,NS,NS,NS,female,,11.0,caucasian,,Caucasian,,osteosarcoma,CCLE,NIBRI,Adherent epithelial,McCoy's 5A +15%FBS,,5%DMSO,,181.8,osteosarcoma,osteosarcoma,Bone:Sarcoma_Osteo,109.3601177,SARC
ACH-000411,769P_KIDNEY,769-P,primary,kidney,NS,NS,NS,carcinoma,clear_cell_renal_cell_carcinoma,NS,NS,female,,63.0,caucasian,,Caucasian,,kidney_cancer,CCLE,ATCC,Epithelial adherent,RPMI1640+10%FBS,,5%DMSO,,31.5,kidney,kidney,Kidney:Carcinoma,104.2734932,KIRC
ACH-000414,NCIH1944_LUNG,NCI-H1944,metastasis,lung,NS,NS,NS,carcinoma,non_small_cell_carcinoma,NS,NS,female,,62.0,caucasian,,Caucasian,soft_tissue,,CCLE,ATCC,Adherent,RPMI+10%FBS,,5%DMSO,,70.1,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,111.6303064,LUAD
ACH-000416,NCIH838_LUNG,NCI-H838,metastasis,lung,NS,NS,NS,carcinoma,non_small_cell_carcinoma,NS,NS,male,,59.0,caucasian,,Caucasian,lymph_node,,CCLE,ATCC,Adherent,RPMI+10%FBS,,5% DMSO,,42.9,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,111.3158979,LUAD
ACH-000417,PANC0813_PANCREAS,Panc 08.13,primary,pancreas,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,male,,85.0,caucasian,,Caucasian,,,CCLE,NIBRI,,,,,,,pancreas,pancreas,Pancreas:Carcinoma,109.1740429,PAAD
ACH-000420,SNU449_LIVER,SNU-449,primary,liver,NS,NS,NS,carcinoma,hepatocellular_carcinoma,NS,NS,male,,52.0,asian,korea,Asian,,hepatocellular_cancer,CCLE,NIBRI,,,,,,,liver,liver,Liver:HCC,153.5990748,LIHC
ACH-000421,SW837_LARGE_INTESTINE,SW837,primary,large_intestine,rectum,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,,53.0,caucasian,,Caucasian,,,CCLE,ATCC,Epithelial Adherent,RPMI1640+10%FBS,,5%DMSO,,38.0,colorectal,colorectal,Colorectal:Carcinoma,98.94407367,COAD/READ
ACH-000422,SNU475_LIVER,SNU-475,primary,liver,NS,NS,NS,carcinoma,hepatocellular_carcinoma,NS,NS,male,,43.0,asian,korea,Asian,,hepatocellular_cancer,CCLE,NIBRI,,,,,,,liver,liver,Liver:HCC,142.4243554,LIHC
ACH-000423,SKMEL3_SKIN,SK-MEL-3,metastasis,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,female,,42.0,caucasian,,Caucasian,lymph_node,,CCLE,,Fibroblast like adherent,McCoy 5A+15%FBS,,5%DMSO,,387.0,melanoma,melanoma,Skin:Melanoma,108.4491201,SKCM
ACH-000424,TC71_BONE,TC-71,primary,bone,NS,NS,NS,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,NS,NS,male,,22.0,,,Caucasian,,Ewings_sarcoma,CCLE,NIBRI,,,,,,,Ewings_Sarcoma,Ewings_sarcoma,Bone:Sarcoma_Ewing,116.191956,SARC
ACH-000425,UACC62_SKIN,UACC-62,primary,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,,,,,,Caucasian,,melanoma,CCLE,,,,,,,207.6,melanoma,melanoma,Skin:Melanoma,110.2041138,SKCM
ACH-000427,NCIN87_STOMACH,NCI-N87,metastasis,stomach,NS,NS,NS,carcinoma,NS,NS,NS,male,,,,,African_american,liver,,CCLE,,Epithelial adherent,RPMI1640+10%FBS,,5%DMSO,,76.7,stomach,stomach,Gastric:Carcinoma,111.3392806,STAD
ACH-000428,UO31_KIDNEY,UO-31,primary,kidney,NS,NS,NS,carcinoma,renal_cell_carcinoma,NS,NS,male,,,,,Caucasian,,,CCLE,Garraway Lab,Adherent,RPMI-1640+ 5% FBS,,5% DMSO,,27.8,kidney,kidney,Kidney:Carcinoma,98.6867442,KIRC
ACH-000429,A704_KIDNEY,A-704,primary,kidney,NS,NS,NS,carcinoma,renal_cell_carcinoma,NS,NS,male,,78.0,,,African_american,,kidney_cancer,CCLE,GNF,,MEM+10% FBS,,5% DMSO,,,kidney,kidney,Kidney:Carcinoma,114.8901438,KIRC
ACH-000430,TYKNU_OVARY,TYK-nu,primary,ovary,NS,NS,NS,carcinoma,undifferentiated_carcinoma,NS,NS,female,,,asian,,Asian,,,CCLE,NIBRI,,,,,,,ovary,ovary,Ovary:Carcinoma,169.3989178,UNABLE TO CLASSIFY
ACH-000431,NCIH1694_LUNG,NCI-H1694,metastasis,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,male,,61.0,caucasian,,Caucasian,ascites,,CCLE,ATCC,suspension line; lots of debris,DMEM:F12 (1:1) + 5% FBS,".005 mg/ml insulin, .01 mg/ml transferrin, 30nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 2 mM L-glutamine",5% DMSO,,81.2,lung_small_cell,lung_small_cell,Lung:SCLC,109.534987,SCLC
ACH-000432,BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BV-173,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,blast_phase_chronic_myeloid_leukaemia,NS,NS,male,,45.0,,,Caucasian,,,CCLE,DSMZ,"SUSPENSION ( small round cells, slow to grow)",RPMI-1640+20% FBS,2mM L-Glutamine,10% DMSO,,100.6,CML,CML,Leukemia:CML,119.0742413,LCML
ACH-000433,CAKI1_KIDNEY,Caki-1,metastasis,kidney,NS,NS,NS,carcinoma,clear_cell_renal_cell_carcinoma,NS,NS,male,,49.0,caucasian,,Caucasian,skin,clear_cell_carcinoma,CCLE,ATCC,Adherent epithelial.,McCoy's 5A +10%FBS,,5%DMSO,,88.3,kidney,kidney,Kidney:Carcinoma,116.8955149,KIRC
ACH-000434,NCIH1915_LUNG,NCI-H1915,metastasis,lung,NS,NS,NS,carcinoma,large_cell_carcinoma,NS,NS,female,,61.0,caucasian,,Caucasian,brain,,CCLE,ATCC,adherent,RPMI 1640 +10% FBS,,5%DMSO,,96.8,lung_NSC,lung_NSC,Lung:NSCLC_Large_Cell,109.1253001,
ACH-000437,SW1088_CENTRAL_NERVOUS_SYSTEM,SW 1088,primary,central_nervous_system,brain,NS,NS,glioma,NS,NS,NS,male,,72.0,caucasian,,Caucasian,,brain_cancer,CCLE,NIBRI,,,,,,,glioma,glioma,CNS:Glioma,92.53520266,GBM
ACH-000438,LU65_LUNG,LU65,primary,lung,NS,NS,NS,carcinoma,non_small_cell_carcinoma,NS,NS,male,,64.0,asian,,Asian,,lung_cancer,CCLE,JCRB,Lymphocyte like with partially attached cells,RPMI 1640+10%FBS,,5% DMSO,,,lung_NSC,lung_NSC,Lung:NSCLC_Large_Cell,139.7910668,
ACH-000439,ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ME-1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M4,NS,male,,40.0,asian,japan,Asian,,,CCLE,DSMZ,SINGLE IN SUSPENSION,RPMI-1640+10% FBS,,5% DMSO,,142.8,AML,AML,Leukemia:AML,166.1564374,LAML
ACH-000440,CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CA46,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Burkitt_lymphoma,NS,NS,male,,,,,Asian,ascites,,CCLE,ATCC,Adherent,RPMI + 10 % FBS,,5%DMSO,,25.7,lymphoma_Burkitt,lymphoma_Burkitt,Lymphoma:NH_B_cell,135.0411689,DLBC
ACH-000441,SH4_SKIN,SH-4,metastasis,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,female,,60.0,caucasian,,Caucasian,pleura,,CCLE,ATCC,mixture of spindle-shaped and epithelial-like cells,DMEM+10% FBS,,5%DMSO,,68.9,melanoma,melanoma,Skin:Melanoma,109.5410231,SKCM
ACH-000442,RERFLCSQ1_LUNG,RERF-LC-Sq1,primary,lung,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,female,,74.0,asian,,Asian,,Lung Cancer,CCLE,HSRRB,ADHERENT; 0.05% TRYPSIN,RPMI-1640 +10% FBS,,5%DMSO,,,lung_NSC,lung_NSC,,150.1872136,LUSC
ACH-000443,OVKATE_OVARY,OVKATE,primary,ovary,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,,40.0,asian,,Asian,,Ovarian Cancer,CCLE,NIBRI,,RPMI-1640+10% FBS,,5% DMSO,,96.0,ovary,ovary,Ovary:Carcinoma,,OV
ACH-000447,NCIH2228_LUNG,NCI-H2228,primary,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,,,,,Caucasian,,,CCLE,,AHDHERENT; `,RPMI-1640+10%FBS,,5%DMSO,,88.8,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,108.3070776,LUAD
ACH-000448,NCIH1666_LUNG,NCI-H1666,metastasis,lung,NS,NS,NS,carcinoma,bronchioloalveolar_adenocarcinoma,NS,NS,female,,50.0,caucasian,,Caucasian,pleura,lung_cancer,CCLE,ATCC,adherent,DMEM:F:12 (1:1) +10 %FBS,".005 mg/ml insulin, .01 mg/ml transferrin, 25nM sodium selenite, 50nM hydrocortisone, 1 ng/mL epidermal growth factor, 0.01mM ethanolamine, 0.01mM phosphorylethanolamine, 100pM triiodothyronine, 0.5%(w/v) bovine serum albumin, 0.5 mM sodium pyruvate, 2mM L-glutamine",5% DMSO,,258.6,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,110.7362811,LUAD
ACH-000449,MESSA_SOFT_TISSUE,MES-SA,primary,soft_tissue,fibrous_tissue_and_uncertain_origin,uterus,NS,sarcoma,NS,NS,NS,female,,56.0,caucasian,,Caucasian,,,CCLE,ATCC,Fibroblast  adherent,McCoy's 5A + 10%FBS,,5%DMSO,,35.3,soft_tissue,soft_tissue,Soft_Tissue:Sarcoma_Others,121.3182747,SARC
ACH-000450,MELHO_SKIN,MEL-HO,primary,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,female,,,,,Caucasian,,,CCLE,DSMZ,"EPITHELIAL-LIKE ADHERENT CELLS WITH LONG, NARROW, OFTEN BRANCHING CELL BODIES",RPMI-1640+10% FBS,,5%DMSO,24 hrs,35.9,melanoma,melanoma,Skin:Melanoma,103.1827089,SKCM
ACH-000451,NCIH2085_LUNG,NCI-H2085,primary,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,,45.0,,,Caucasian,,,CCLE,ATCC,,DMEM:F12 (1:1) + 10% FBS,"0.02 mg/ml insulin, 0.01 mg/ml transferrin, 25 nM sodium selenite, 50 nM Hydrocortisone, 1 ng/ml EGF(don't filter), 0.01 mM ethanolamine, 0.01 mM phosphorylethanolamine, 100 pM triiodothyronine, 0.5% bovine serum albumin, 0.5 mM sodium pyruvate,  2mM L-glutamine, 10nM HEPES",5% DMSO,,98.9,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,111.5684726,LUAD
ACH-000452,TE8_OESOPHAGUS,TE-8,primary,oesophagus,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,,,,,,Asian,,,CCLE,RIKEN,epithelial-like,RPMI 1640 +10%FBS,,,,,esophagus,esophagus,Oesophagus:Carcinoma,120.1788709,ESCA
ACH-000456,BCPAP_THYROID,B-CPAP,primary,thyroid,NS,NS,NS,carcinoma,papillary_carcinoma,NS,NS,female,,76.0,,,Caucasian,,,CCLE,DSMZ,Spindle- or round-shaped cells growing adherently as monolayer,90% RPMI 1640 + 10% h.i.FBS,,10%DMSO,~  30 hrs,36.2,thyroid,thyroid,Thyroid:Carcinoma,112.5260944,THCA
ACH-000457,CAL54_KIDNEY,CAL-54,metastasis,kidney,NS,NS,NS,carcinoma,renal_cell_carcinoma,NS,NS,male,,75.0,,,Caucasian,pleura,,CCLE,DSMZ,"epitheloid, adherent cells growing in monolayers",85% Dulbecco's MEM +15% h.i.FBS,"4 mM L-glutamine, 1 mM sodium puruvate, 0.4 ug/ml hydrocortisone, 10 ng/ml EGF",10%DMSO,~  72 hrs,,kidney,kidney,Kidney:Carcinoma,106.5512635,KIRC
ACH-000463,NCIH460_LUNG,NCI-H460,metastasis,lung,NS,NS,NS,carcinoma,large_cell_carcinoma,NS,NS,male,,,,,Caucasian,pleura,large_cell_lung_cancer,CCLE,ATCC,Adherent,RPMI-1640+10%FBS,,5% DMSO,,25.5,lung_NSC,lung_NSC,Lung:NSCLC_Large_Cell,119.6353574,
ACH-000464,CAS1_CENTRAL_NERVOUS_SYSTEM,CAS-1,primary,central_nervous_system,brain,NS,NS,glioma,astrocytoma_Grade_IV,glioblastoma_multiforme,NS,male,,63.0,,,Caucasian,,,CCLE,ICLC,Adherenet,DMEM +10%FBS,,5% DMSO,,79.5,glioma,glioma,CNS:Glioma_HighGrade,119.2694501,GBM
ACH-000465,SKMEL1_SKIN,SK-MEL-1,metastasis,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,male,,29.0,caucasian,,Caucasian,lymph_node,,CCLE,NIBRI,,,,,,,melanoma,melanoma,Skin:Melanoma,112.654321,SKCM
ACH-000469,YH13_CENTRAL_NERVOUS_SYSTEM,YH-13,primary,central_nervous_system,brain,NS,NS,glioma,astrocytoma_Grade_IV,glioblastoma_multiforme,NS,male,,40.0,,,Asian,,,CCLE,HSSRB,Adherent,EMEM + 20% FBS,,5% DMSO,,77.1,glioma,glioma,CNS:Glioma_HighGrade,159.4333834,GBM
ACH-000470,SW1463_LARGE_INTESTINE,SW1463,primary,large_intestine,rectum,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,,66.0,caucasian,,Caucasian,,,CCLE,ATCC,ADHERENT EPITHELIAL;,RPMI-1640+10% FBS,,5%DMSO,,70.3,colorectal,colorectal,Colorectal:Carcinoma,90.61710247,COAD/READ
ACH-000472,HSC2_UPPER_AERODIGESTIVE_TRACT,HSC-2,primary,upper_aerodigestive_tract,mouth,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,,69.0,,,Asian,,,CCLE,HSSRB,Epithelial-like,EMEM+10%FBS,,,,37.7,upper_aerodigestive,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,155.9651961,HNSC
ACH-000473,RT112_URINARY_TRACT,RT-112,primary,urinary_tract,bladder,NS,NS,carcinoma,transitional_cell_carcinoma,NS,NS,female,,,,,Caucasian,,,CCLE,DSMZ,Adherent,RPMI +10%FBS,,5%DMSO,,36.1,urinary_tract,urinary_tract,Bladder:Carcinoma,116.3492966,BLCA
ACH-000475,HUH1_LIVER,huH-1,primary,liver,NS,NS,NS,carcinoma,hepatocellular_carcinoma,NS,NS,male,,35.0,asian,japan,Asian,,,CCLE,HSRRB,Adherent,DMEM +10%FBS,,5% DMSO,,151.3,liver,liver,Liver:HCC,141.6481844,LIHC
ACH-000476,JHH4_LIVER,JHH-4,primary,liver,NS,NS,NS,carcinoma,hepatocellular_carcinoma,NS,NS,male,,51.0,asian,japan,Asian,,,CCLE,HSRRB,Epithelial-like,EMEM +10 % FBS,,,,85.2,liver,liver,Liver:HCC,148.7392775,LIHC
ACH-000478,SNU387_LIVER,SNU-387,primary,liver,NS,NS,NS,carcinoma,hepatocellular_carcinoma,NS,NS,female,,41.0,asian,korea,Asian,,,CCLE,ATCC,adherent epithelial,RPMI-1640 + 10% FBS,,5%DMSO,,87.0,liver,liver,Liver:HCC,144.2324724,LIHC
ACH-000480,HUH7_LIVER,HuH-7,primary,liver,NS,NS,NS,carcinoma,hepatocellular_carcinoma,NS,NS,male,,57.0,asian,japan,Asian,,,CCLE,HSSRB,,Dulbecco's modified Eagle's medium with 10% fetal bovine serum. Refer cancer Res. 42:3858 (1982) for other medium with low serum concentration.,,,,,liver,liver,Liver:HCC,156.8998825,LIHC
ACH-000481,NCIH2170_LUNG,NCI-H2170,primary,lung,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,,,,,Caucasian,,,CCLE,,MIXED,RPMI1640+10%FBS,,5%DMSO,,68.7,lung_NSC,lung_NSC,Lung:NSCLC_Squamous,120.027116,LUSC
ACH-000482,RERFLCKJ_LUNG,RERF-LC-KJ,primary,lung,NS,NS,NS,carcinoma,non_small_cell_carcinoma,NS,NS,male,,78.0,,,Asian,,lung_cancer,CCLE,HSSRB,adherent epithelial-like,RPMI-1640+10% FBS,,5% DMSO,53hrs,56.5,lung_NSC,lung_NSC,Lung:NSCLC_Others,161.3323387,LUAD
ACH-000483,SNU182_LIVER,SNU-182,primary,liver,NS,NS,NS,carcinoma,hepatocellular_carcinoma,NS,NS,male,,24.0,asian,korea,Asian,,hepatocellular_cancer,CCLE,NIBRI,,,,,,,liver,liver,Liver:HCC,140.778944,LIHC
ACH-000484,VMRCRCW_KIDNEY,VMRC-RCW,primary,kidney,NS,NS,NS,carcinoma,NS,NS,NS,male,,,,,Caucasian,,,CCLE,,adherent,EMEM+10%FBS,,5%DMSO,,,kidney,kidney,Kidney:Carcinoma,107.4506264,KIRC
ACH-000486,KU1919_URINARY_TRACT,KU-19-19,primary,urinary_tract,bladder,NS,NS,carcinoma,transitional_cell_carcinoma,NS,NS,male,,76.0,,,Asian,,,CCLE,DSMZ,Adherent,RPMI +10%FBS,,5%DMSO,,35.1,urinary_tract,urinary_tract,Bladder:Carcinoma,164.7429793,BLCA
ACH-000488,TE11_OESOPHAGUS,TE-11,primary,oesophagus,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,,,58.0,,,Asian,,,CCLE,GNF,,,,,,,esophagus,esophagus,Oesophagus:Carcinoma,161.0920797,ESCA
ACH-000489,SW1116_LARGE_INTESTINE,SW1116,primary,large_intestine,colon,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,,73.0,caucasian,,Caucasian,,,CCLE,ATCC,Adherent,L15+10%FBS,,5%DMSO,,123.2,colorectal,colorectal,Colorectal:Carcinoma,94.37319183,COAD/READ
ACH-000491,NCIH716_LARGE_INTESTINE,NCI-H716,metastasis,large_intestine,colon,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,,33.0,caucasian,,Caucasian,ascites,,CCLE,NIBRI,,,,,,,colorectal,colorectal,Colorectal:Carcinoma,118.5641877,COAD/READ
ACH-000493,SNU423_LIVER,SNU-423,primary,liver,NS,NS,NS,carcinoma,hepatocellular_carcinoma,NS,NS,male,,40.0,asian,korea,Asian,,pleomorphic hepatocellular carcinoma,CCLE,NIBRI,,,,,,,liver,liver,Liver:HCC,141.3075379,LIHC
ACH-000496,NCIH1792_LUNG,NCI-H1792,metastasis,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,,50.0,caucasian,,Caucasian,pleura,,CCLE,ATCC,adherent,RPMI+10%FBS,,5% DMSO,,31.2,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,125.0865901,LUAD
ACH-000501,LS123_LARGE_INTESTINE,LS123,primary,large_intestine,colon,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,,65.0,caucasian,,Caucasian,,,CCLE,,,EMEM+10%FBS,,5%DMSO,,,colorectal,colorectal,Colorectal:Carcinoma,110.6272486,COAD/READ
ACH-000504,SNB75_CENTRAL_NERVOUS_SYSTEM,SNB75,primary,central_nervous_system,brain,NS,NS,glioma,NS,NS,NS,,,,,,Caucasian,,,CCLE,Garraway Lab,Adherent,RPMI-1640+ 5% FBS,,5% DMSO,,54.0,glioma,glioma,CNS:Glioma_HighGrade,106.3647836,GBM
ACH-000505,RKN_SOFT_TISSUE,RKN,primary,soft_tissue,smooth_muscle,ovary,NS,leiomyosarcoma,NS,NS,NS,female,,45.0,asian,japan,Asian,,,CCLE,HSSRB,epithelial-like,Han's F12 medium 90% with 10% fetal bovine serum,,,,,ovary,ovary,Soft_Tissue:Sarcoma_Leiomyo,165.9472722,SARC
