depMapID,Name,Pathology,Histology,type,PATHOLOGIST_ANNOTATION,tcga_code,id,xref_NCIt_ID,xref_NCIt_name,NCIt_BMGC_ID,NCIt_BMGC_name,xref_ORDO_ID,xref_ORDO_name,ORDO_BMGC_ID,ORDO_BMGC_name
ACH-000679,OE19,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,CVCL_1622,NCIt:C4025,Esophageal adenocarcinoma,BMGC_DS05335,esophageal adenocarcinoma,ORDO:Orphanet_99976,Adenocarcinoma of the esophagus,,
ACH-000680,SW948,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_0632,NCIt:C4349,Colon adenocarcinoma,BMGC_DS05624,colon adenocarcinoma,,,,
ACH-000684,KMRC-1,primary,carcinoma,kidney,Kidney:Carcinoma,KIRC,CVCL_2983,NCIt:C4033,Clear cell renal cell carcinoma,BMGC_DS05359,clear cell renal cell carcinoma,ORDO:Orphanet_319276,Clear cell renal carcinoma,BMGC_DS05359,clear cell renal carcinoma
ACH-000688,OV7,primary,carcinoma,ovary,Ovary:Carcinoma,OV,CVCL_2675,NCIt:C4908,Ovarian carcinoma,BMGC_DS07010,ovarian carcinoma,,,,
ACH-000691,HCC2157,primary,carcinoma,breast,,BRCA,CVCL_1261,NCIt:C4017,Breast ductal carcinoma,BMGC_DS08035,breast ductal carcinoma,,,,
ACH-000693,KYSE-180,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,CVCL_1349,NCIt:C4024,Esophageal squamous cell carcinoma,BMGC_DS05334,esophageal squamous cell carcinoma,ORDO:Orphanet_99977,Squamous cell carcinoma of the esophagus,,
ACH-000694,TE-9,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,CVCL_1767,NCIt:C4024,Esophageal squamous cell carcinoma,BMGC_DS05334,esophageal squamous cell carcinoma,ORDO:Orphanet_99977,Squamous cell carcinoma of the esophagus,,
ACH-000696,OVCAR-8,primary,carcinoma,ovary,Ovary:Carcinoma,OV,CVCL_1629,NCIt:C105555,High grade ovarian serous adenocarcinoma,,,,,,
ACH-000698,DMS 53,primary,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1177,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-000699,HCC1395,primary,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_1249,NCIt:C4017,Breast ductal carcinoma,BMGC_DS08035,breast ductal carcinoma,,,,
ACH-000702,L-1236,primary,lymphoid_neoplasm,lymphoma_Hodgkin,Lymphoma:Hodgkin,,CVCL_2096,NCIt:C9357,Hodgkin lymphoma,,,ORDO:Orphanet_98293,Hodgkin lymphoma,,
ACH-000703,DMS 79,primary,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1178,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-000704,OAW42,metastasis,carcinoma,ovary,Ovary:Carcinoma,OV,CVCL_1615,NCIt:C7978,Ovarian serous cystadenocarcinoma,BMGC_DS05345,ovarian serous cystadenocarcinoma,,,,
ACH-000706,EKVX,primary,carcinoma,lung_NSC,Lung:NSCLC_Others,LUAD,CVCL_1195,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000711,JIMT-1,metastasis,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_2077,NCIt:C4017,Breast ductal carcinoma,BMGC_DS08035,breast ductal carcinoma,,,,
ACH-000713,Caov-3,primary,carcinoma,ovary,Ovary:Carcinoma,OV,CVCL_0201,NCIt:C105555,High grade ovarian serous adenocarcinoma,,,,,,
ACH-000714,KMS-11,primary,lymphoid_neoplasm,multiple_myeloma,Lymphoma:Multiple_Myeloma,MM,CVCL_2989,NCIt:C3242,Plasma cell myeloma,BMGC_DS01639,plasma cell myeloma,ORDO:Orphanet_29073,Multiple myeloma,BMGC_DS01639,multiple myeloma
ACH-000716,TT2609-C02,primary,carcinoma,thyroid,Thyroid:Carcinoma,THCA,CVCL_2218,NCIt:C8054,Thyroid gland follicular carcinoma,BMGC_DS04082,thyroid gland follicular carcinoma,ORDO:Orphanet_146,Differentiated thyroid carcinoma,BMGC_DS09186,differentiated thyroid carcinoma
ACH-000718,NCI-H2291,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1546,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000719,RMG-I,primary,carcinoma,ovary,Ovary:Carcinoma,OV,CVCL_1662,NCIt:C40078,Ovarian clear cell adenocarcinoma,BMGC_DS09513,ovarian clear cell adenocarcinoma,ORDO:Orphanet_398971,Clear cell adenocarcinoma of the ovary,,
ACH-000720,TCCSUP,primary,carcinoma,urinary_tract,Bladder:Carcinoma,BLCA,CVCL_1738,NCIt:C4912,Bladder carcinoma,BMGC_DS07053,bladder carcinoma,,,,
ACH-000722,SNU-C1,metastasis,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_1708,NCIt:C4349,Colon adenocarcinoma,BMGC_DS05624,colon adenocarcinoma,,,,
ACH-000724,HT-1376,primary,carcinoma,urinary_tract,Bladder:Carcinoma,BLCA,CVCL_1292,NCIt:C4912,Bladder carcinoma,BMGC_DS07053,bladder carcinoma,,,,
ACH-000725,HCC202,primary,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_2062,NCIt:C4017,Breast ductal carcinoma,BMGC_DS08035,breast ductal carcinoma,,,,
ACH-000727,NCI-H2066,primary,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1520,NCIt:C3493,Lung squamous cell carcinoma,BMGC_DS02872,lung squamous cell carcinoma,,,,
ACH-000729,NCI-H1963,primary,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1510,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-000730,SK-MEL-5,metastasis,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,CVCL_0527,NCIt:C3510,Cutaneous melanoma,BMGC_DS02930,cutaneous melanoma,,,,
ACH-000733,NCI-H1838,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1499,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000738,GB-1,primary,glioma,glioma,CNS:Glioma_HighGrade,GBM,CVCL_1227,NCIt:C3058,Glioblastoma,BMGC_DS00965,glioblastoma,ORDO:Orphanet_360,Glioblastoma,BMGC_DS00965,glioblastoma
ACH-000740,A-253,primary,carcinoma,other,Salivary_Gland:Carcinoma,HNSC,CVCL_1060,NCIt:C5943,Submandibular gland squamous cell carcinoma,,,ORDO:Orphanet_500481,Squamous cell carcinoma of salivary glands,,
ACH-000743,COR-L95,primary,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_2418,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-000744,NCI-H1623,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1481,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000745,MOLP-8,primary,lymphoid_neoplasm,multiple_myeloma,Lymphoma:Multiple_Myeloma,MM,CVCL_2124,NCIt:C3242,Plasma cell myeloma,BMGC_DS01639,plasma cell myeloma,ORDO:Orphanet_29073,Multiple myeloma,BMGC_DS01639,multiple myeloma
ACH-000747,NCI-H1703,primary,carcinoma,lung_NSC,Lung:NSCLC_Squamous,LUSC,CVCL_1490,NCIt:C3493,Lung squamous cell carcinoma,BMGC_DS02872,lung squamous cell carcinoma,,,,
ACH-000748,SJSA-1,primary,osteosarcoma,osteosarcoma,Bone:Sarcoma_Osteo,SARC,CVCL_1697,NCIt:C9145,Osteosarcoma,BMGC_DS01819,osteosarcoma,ORDO:Orphanet_668,Osteosarcoma,BMGC_DS01819,osteosarcoma
ACH-000749,DMS 273,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1176,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-000751,OCI-M1,primary,haematopoietic_neoplasm,AML,Leukemia:AML,LAML,CVCL_2149,NCIt:C9154,Adult acute myeloid leukemia,,,ORDO:Orphanet_519,Acute myeloid leukemia,BMGC_DS01407,acute myeloid leukemia
ACH-000752,NCI-H196,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1509,NCIt:C45540,Lung sarcomatoid carcinoma,BMGC_DS09749,lung sarcomatoid carcinoma,,,,
ACH-000754,L-428,metastasis,lymphoid_neoplasm,lymphoma_Hodgkin,Lymphoma:Hodgkin,,CVCL_1361,NCIt:C9357,Hodgkin lymphoma,,,ORDO:Orphanet_98293,Hodgkin lymphoma,,
ACH-000755,HCC2218,primary,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_1263,NCIt:C4017,Breast ductal carcinoma,BMGC_DS08035,breast ductal carcinoma,,,,
ACH-000756,GI-1,primary,glioma,glioma,CNS:Glioma,LGG,CVCL_1231,NCIt:C3796,Gliosarcoma,BMGC_DS04111,gliosarcoma,ORDO:Orphanet_251576,Gliosarcoma,BMGC_DS04111,gliosarcoma
ACH-000759,MDA-MB-175-VII,metastasis,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_1400,NCIt:C4194,Invasive breast carcinoma of no special type,,,,,,
ACH-000766,NCI-H1648,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1482,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000767,NCI-H526,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1569,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-000768,MDA-MB-231,metastasis,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_0062,NCIt:C5214,Breast adenocarcinoma,BMGC_DS07814,breast adenocarcinoma,,,,
ACH-000769,LK-2,primary,carcinoma,lung_NSC,Lung:NSCLC_Squamous,LUSC,CVCL_1377,NCIt:C3493,Lung squamous cell carcinoma,BMGC_DS02872,lung squamous cell carcinoma,,,,
ACH-000770,P31/FUJ,primary,haematopoietic_neoplasm,AML,Leukemia:AML,LAML,CVCL_1632,NCIt:C9160,Childhood acute myeloid leukemia,,,ORDO:Orphanet_519,Acute myeloid leukemia,BMGC_DS01407,acute myeloid leukemia
ACH-000772,TE 441.T,primary,rhabdomyosarcoma,soft_tissue,Soft_Tissue:Sarcoma_Rhabdoid,SARC,CVCL_1754,NCIt:C3359,Rhabdomyosarcoma,BMGC_DS02196,rhabdomyosarcoma,ORDO:Orphanet_780,Rhabdomyosarcoma,BMGC_DS02196,rhabdomyosarcoma
ACH-000775,NCI-H727,primary,carcinoid-endocrine_tumour,other,Endocrine,,CVCL_1584,NCIt:C4038,Lung carcinoid tumor,BMGC_DS05378,lung carcinoid tumor,,,,
ACH-000776,ONS-76,primary,primitive_neuroectodermal_tumour-medulloblastoma,medulloblastoma,CNS:Medulloblastoma,MB,CVCL_1624,NCIt:C129443,"Medulloblastoma, SHH-activated, TP53-wildtype",,,ORDO:Orphanet_616,Medulloblastoma,BMGC_DS01553,medulloblastoma
ACH-000778,HSC-3,metastasis,carcinoma,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,HNSC,CVCL_1288,NCIt:C4648,Tongue squamous cell carcinoma,BMGC_DS06143,tongue squamous cell carcinoma,ORDO:Orphanet_457252,Squamous cell carcinoma of the oral tongue,,
ACH-000780,NCI-H1105,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1455,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-000781,NCI-H2023,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1515,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000783,CAMA-1,metastasis,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_1115,NCIt:C5214,Breast adenocarcinoma,BMGC_DS07814,breast adenocarcinoma,,,,
ACH-000784,KYSE-70,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,CVCL_1356,NCIt:C4024,Esophageal squamous cell carcinoma,BMGC_DS05334,esophageal squamous cell carcinoma,ORDO:Orphanet_99977,Squamous cell carcinoma of the esophagus,,
ACH-000786,Daudi,primary,lymphoid_neoplasm,lymphoma_Burkitt,Lymphoma:NH_B_cell,DLBC,CVCL_0008,NCIt:C27694,EBV-related Burkitt lymphoma,,,ORDO:Orphanet_543,Burkitt lymphoma,BMGC_DS00331,Burkitt lymphoma
ACH-000788,A2058,metastasis,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,CVCL_1059,NCIt:C3802,Amelanotic melanoma,BMGC_DS04117,amelanotic melanoma,,,,
ACH-000789,NCI-H810,primary,carcinoma,lung_NSC,Lung:NSCLC_Large_Cell,,CVCL_1590,NCIt:C4450,Lung large cell carcinoma,BMGC_DS05995,lung large cell carcinoma,,,,
ACH-000790,SHP-77,primary,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1693,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-000792,BFTC-909,primary,carcinoma,kidney,Kidney:Carcinoma,KIRC,CVCL_1084,NCIt:C7355,Renal pelvis urothelial carcinoma,,,ORDO:Orphanet_598216,Upper tract urothelial carcinoma,,
ACH-000793,KATO III,metastasis,carcinoma,stomach,Gastric:Carcinoma,STAD,CVCL_0371,NCIt:C2993,Down syndrome,BMGC_DS00684,Down Syndrome,ORDO:Orphanet_870,Down syndrome,BMGC_DS00684,Down Syndrome
ACH-000794,BICR 22,metastasis,carcinoma,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,HNSC,CVCL_2310,NCIt:C4648,Tongue squamous cell carcinoma,BMGC_DS06143,tongue squamous cell carcinoma,ORDO:Orphanet_457252,Squamous cell carcinoma of the oral tongue,,
ACH-000795,MOLT-13,primary,lymphoid_neoplasm,T-cell_ALL,Leukemia:ALL,ALL,CVCL_1422,NCIt:C7953,Childhood T acute lymphoblastic leukemia,,,ORDO:Orphanet_99861,Precursor T-cell acute lymphoblastic leukemia,,
ACH-000798,CL-40,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_1982,NCIt:C4349,Colon adenocarcinoma,BMGC_DS05624,colon adenocarcinoma,,,,
ACH-000800,NCI-H446,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1562,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-000802,BFTC-905,primary,carcinoma,urinary_tract,Bladder:Carcinoma,BLCA,CVCL_1083,NCIt:C4912,Bladder carcinoma,BMGC_DS07053,bladder carcinoma,,,,
ACH-000803,COLO 668,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1128,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-000804,NB-1,metastasis,neuroblastoma,neuroblastoma,PNET:Neuroblastoma,NB,CVCL_GZ01,NCIt:C4040,Buccal mucosa squamous cell carcinoma,,,ORDO:Orphanet_502363,Squamous cell carcinoma of the oral cavity,,
ACH-000806,L-540,metastasis,lymphoid_neoplasm,lymphoma_Hodgkin,Lymphoma:Hodgkin,,CVCL_1362,NCIt:C9357,Hodgkin lymphoma,,,ORDO:Orphanet_98293,Hodgkin lymphoma,,
ACH-000809,KYSE-410,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,CVCL_1352,NCIt:C4024,Esophageal squamous cell carcinoma,BMGC_DS05334,esophageal squamous cell carcinoma,ORDO:Orphanet_99977,Squamous cell carcinoma of the esophagus,,
ACH-000810,SK-MEL-30,metastasis,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,CVCL_0039,NCIt:C3510,Cutaneous melanoma,BMGC_DS02930,cutaneous melanoma,,,,
ACH-000811,SK-OV-3,metastasis,carcinoma,ovary,Ovary:Carcinoma,OV,CVCL_0532,NCIt:C7978,Ovarian serous cystadenocarcinoma,BMGC_DS05345,ovarian serous cystadenocarcinoma,,,,
ACH-000814,Hs 939.T,primary,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,CVCL_1036,NCIt:C3224,Melanoma,BMGC_DS01559,melanoma,,,,
ACH-000815,KM-H2,metastasis,lymphoid_neoplasm,lymphoma_Hodgkin,Lymphoma:Hodgkin,,CVCL_1330,NCIt:C9357,Hodgkin lymphoma,,,ORDO:Orphanet_98293,Hodgkin lymphoma,,
ACH-000816,NCI-H524,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1568,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-000818,BT-483,primary,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_2319,NCIt:C4194,Invasive breast carcinoma of no special type,,,,,,
ACH-000819,LN-18,primary,glioma,glioma,CNS:Glioma_HighGrade,GBM,CVCL_0392,NCIt:C3058,Glioblastoma,BMGC_DS00965,glioblastoma,ORDO:Orphanet_360,Glioblastoma,BMGC_DS00965,glioblastoma
ACH-000821,EJM,primary,lymphoid_neoplasm,multiple_myeloma,Lymphoma:Multiple_Myeloma,MM,CVCL_2030,NCIt:C3242,Plasma cell myeloma,BMGC_DS01639,plasma cell myeloma,ORDO:Orphanet_29073,Multiple myeloma,BMGC_DS01639,multiple myeloma
ACH-000822,SK-MEL-24,metastasis,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,CVCL_0599,NCIt:C3224,Melanoma,BMGC_DS01559,melanoma,,,,
ACH-000823,KYSE-140,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,CVCL_1347,NCIt:C4024,Esophageal squamous cell carcinoma,BMGC_DS05334,esophageal squamous cell carcinoma,ORDO:Orphanet_99977,Squamous cell carcinoma of the esophagus,,
ACH-000824,KYSE-510,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,CVCL_1354,NCIt:C4024,Esophageal squamous cell carcinoma,BMGC_DS05334,esophageal squamous cell carcinoma,ORDO:Orphanet_99977,Squamous cell carcinoma of the esophagus,,
ACH-000825,HOP-92,primary,carcinoma,lung_NSC,Lung:NSCLC_Others,,CVCL_1286,NCIt:C2926,Lung non-small cell carcinoma,BMGC_DS00373,lung non-small cell carcinoma,,,,
ACH-000826,CAL-12T,primary,carcinoma,lung_NSC,Lung:NSCLC_Others,UNABLE TO CLASSIFY,CVCL_1105,NCIt:C2926,Lung non-small cell carcinoma,BMGC_DS00373,lung non-small cell carcinoma,,,,
ACH-000828,ZR-75-30,metastasis,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_1661,NCIt:C4194,Invasive breast carcinoma of no special type,,,,,,
ACH-000830,NCI-H1436,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1471,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-000835,GCT,metastasis,malignant_fibrous_histiocytoma-pleomorphic_sarcoma,soft_tissue,Soft_Tissue:Sarcoma_FibrousHistiocytoma,SARC,CVCL_1229,NCIt:C4247,Undifferentiated pleomorphic sarcoma,BMGC_DS05556,undifferentiated pleomorphic sarcoma,ORDO:Orphanet_2023,Undifferentiated pleomorphic sarcoma,BMGC_DS05556,undifferentiated pleomorphic sarcoma
ACH-000841,NCI-H2087,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1524,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000846,FaDu,primary,carcinoma,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,HNSC,CVCL_1218,NCIt:C4043,Hypopharyngeal squamous cell carcinoma,,,ORDO:Orphanet_494547,Squamous cell carcinoma of the hypopharynx,,
ACH-000847,HGC-27,metastasis,carcinoma,stomach,Gastric:Carcinoma,STAD,CVCL_1279,NCIt:C4911,Gastric carcinoma,BMGC_DS07051,gastric carcinoma,,,,
ACH-000848,JHH-7,primary,carcinoma,liver,Liver:HCC,LIHC,CVCL_2805,NCIt:C7956,Adult hepatocellular carcinoma,BMGC_DS05326,adult hepatocellular carcinoma,ORDO:Orphanet_210159,Adult hepatocellular carcinoma,BMGC_DS05326,adult hepatocellular carcinoma
ACH-000849,MDA-MB-468,metastasis,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_0419,NCIt:C5214,Breast adenocarcinoma,BMGC_DS07814,breast adenocarcinoma,,,,
ACH-000852,NCI-H1435,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1470,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000853,NCI-H661,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Large_Cell,,CVCL_1577,NCIt:C4450,Lung large cell carcinoma,BMGC_DS05995,lung large cell carcinoma,,,,
ACH-000855,KYSE-150,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,CVCL_1348,NCIt:C4024,Esophageal squamous cell carcinoma,BMGC_DS05334,esophageal squamous cell carcinoma,ORDO:Orphanet_99977,Squamous cell carcinoma of the esophagus,,
ACH-000856,CAL-51,metastasis,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_1110,NCIt:C4872,Breast carcinoma,BMGC_DS07015,breast carcinoma,,,,
ACH-000857,CAL-85-1,primary,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_1114,NCIt:C4872,Breast carcinoma,BMGC_DS07015,breast carcinoma,,,,
ACH-000858,KNS-62,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Squamous,LUSC,CVCL_1335,NCIt:C3493,Lung squamous cell carcinoma,BMGC_DS02872,lung squamous cell carcinoma,,,,
ACH-000859,HCC1954,primary,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_1259,NCIt:C4017,Breast ductal carcinoma,BMGC_DS08035,breast ductal carcinoma,,,,
ACH-000860,NCI-H358,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1559,NCIt:C2923,Minimally invasive lung adenocarcinoma,BMGC_DS00367,minimally invasive lung adenocarcinoma,,,,
ACH-000861,HOP-62,primary,carcinoma,lung_NSC,Lung:NSCLC_Others,LUAD,CVCL_1285,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000863,DBTRG-05MG,primary,glioma,glioma,CNS:Glioma_HighGrade,GBM,CVCL_1169,NCIt:C9477,Anaplastic astrocytoma,BMGC_DS05597,anaplastic astrocytoma,ORDO:Orphanet_251589,Anaplastic astrocytoma,BMGC_DS05597,anaplastic astrocytoma
ACH-000864,COLO 684,primary,carcinoma,endometrium,Endometrium:Carcinoma,UCEC,CVCL_1132,NCIt:C7359,Endometrial adenocarcinoma,BMGC_DS05364,endometrial adenocarcinoma,,,,
ACH-000865,KYSE-450,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,CVCL_1353,NCIt:C4024,Esophageal squamous cell carcinoma,BMGC_DS05334,esophageal squamous cell carcinoma,ORDO:Orphanet_99977,Squamous cell carcinoma of the esophagus,,
ACH-000866,NCI-H1048,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1453,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-000867,ChaGo-K-1,primary,carcinoma,lung_NSC,Lung:Others,UNABLE TO CLASSIFY,CVCL_1121,NCIt:C35875,Bronchogenic carcinoma,BMGC_DS00368,bronchogenic carcinoma,,,,
ACH-000869,NCI-H1568,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1476,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000873,KYSE-270,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,CVCL_1350,NCIt:C4024,Esophageal squamous cell carcinoma,BMGC_DS05334,esophageal squamous cell carcinoma,ORDO:Orphanet_99977,Squamous cell carcinoma of the esophagus,,
ACH-000874,RS4;11,primary,lymphoid_neoplasm,B-cell_ALL,Leukemia:ALL,ALL,CVCL_0093,NCIt:C9143,Adult B acute lymphoblastic leukemia,,,ORDO:Orphanet_585918,B-lymphoblastic leukemia/lymphoma with t(v;11q23.3),,
ACH-000875,NCI-H2347,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1550,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000876,MDA-MB-415,metastasis,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_0621,NCIt:C5214,Breast adenocarcinoma,BMGC_DS07814,breast adenocarcinoma,,,,
ACH-000879,MFE-296,primary,carcinoma,endometrium,Endometrium:Carcinoma,UCEC,CVCL_1406,NCIt:C7359,Endometrial adenocarcinoma,BMGC_DS05364,endometrial adenocarcinoma,,,,
ACH-000880,AGS,primary,carcinoma,stomach,Gastric:Carcinoma,STAD,CVCL_0139,NCIt:C4004,Gastric adenocarcinoma,BMGC_DS05289,gastric adenocarcinoma,,,,
ACH-000882,IGR-1,metastasis,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,CVCL_1303,NCIt:C3510,Cutaneous melanoma,BMGC_DS02930,cutaneous melanoma,,,,
ACH-000885,TOV-21G,primary,carcinoma,ovary,Ovary:Carcinoma,OV,CVCL_3613,NCIt:C40078,Ovarian clear cell adenocarcinoma,BMGC_DS09513,ovarian clear cell adenocarcinoma,ORDO:Orphanet_398971,Clear cell adenocarcinoma of the ovary,,
ACH-000886,NCI-H2009,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1514,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000888,NCI-H1793,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1496,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000892,NCI-H1563,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1475,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000893,NCI-H1651,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1484,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000894,NCI-H1869,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Squamous,LUSC,CVCL_1500,NCIt:C3493,Lung squamous cell carcinoma,BMGC_DS02872,lung squamous cell carcinoma,,,,
ACH-000895,CL-34,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_1980,NCIt:C4349,Colon adenocarcinoma,BMGC_DS05624,colon adenocarcinoma,,,,
